,assessment_date,county,sub-county,location_type,households_in_location,households_departed,departure_date,1st_reason_for_departure,2nd_reason_for_departure,3rd_reason_for_departure,households_pastoralism_drop,pastoralism_drop_date,1st_reason_to_drop,2nd_reason_to_drop,3rd_reason_to_drop,households_arrived,arrival_date,country_arrived_from,sub-county_arrived_from,1st_reason_for_departure_from_origin,2nd_reason_for_departure_from_origin,3rd_reason_for_departure_from_origin,households_returned,country_returned_from,sub-county_returned_from,1st_reason_for_returning,2nd_reason_for_returning,livelihood_1,households_livelihood_1,livelihood_2,households_livelihood_2,livelihood_3,households_livelihood_3,1st_challenge,2nd_challenge,3rd_challenge,1st_health_concern,2nd_health_concern,3rd_health_concern,functional_watersources,watersource_distance,water_queue_time,percent_drinkingwater_access,percent_cookingwater_access,educational_facility,students,school_dropouts,safety_concerns
402,2022-11-02,Turkana,Turkana West,Sub Location Village Unit,2906,200,2020 To 2022,Drought,Drought,Resource-Based Conflict,45,2020 To 2022,Drought,Animal Disease,Banditry,270,2020 To 2022,Kenya,Turkana West,Drought,Resource-Based Conflict,Drought,1138,Kenya,Turkana West,Wanted Or Needed To Rejoin Family,Resource-Based Conflict,Pastoralism,1538,Other,1050,Trade,158,Environmental Challenges,Loss Of Livelihood,Lack Of Food And Water,Malaria,Diarrhea,Typhoid,13,10,50,75,50,Yes,47,23,Weather
403,2022-11-02,Turkana,Turkana South,Sub Location Village Unit,2336,100,2020 To 2022,Drought,Resource-Based Conflict,Resource-Based Conflict,1168,Before 2020,Drought,Lack Of Water And Pasture,Banditry,0,2020 To 2022,Other,Other,Drought,Ethnic Clashes,Flash Floods Or Seasonal Floods,584,Kenya,Cherangany,Wanted Or Needed To Rejoin Family,Have Not Found Assistance,Pastoralism,2300,Other,2300,Employment (Includes Public And Private Sectors),3,Environmental Challenges,Safety And Security,Resource Based Conflict,Typhoid,Malaria,Pneumonia,3,50,50,25,25,Yes,258,50,Weather
404,2022-11-02,Turkana,Turkana North,Sub Location Village Unit,3000,36,2020 To 2022,Drought,Resource-Based Conflict,Ethnic Clashes,250,2020 To 2022,Drought,Resource-Based Conflict,Banditry,100,2020 To 2022,Kenya,Turkana North,Drought,Resource-Based Conflict,Resource-Based Conflict,30,Kenya,Turkana North,Have Not Found Assistance,Wanted Or Needed To Rejoin Family,Other,2000,Trade,500,Employment (Includes Public And Private Sectors),20,Safety And Security,Ethnic Conflicts,Lack Of Food And Water,Malaria,Pneumonia,Diarrhea,5,26,10,25,25,Yes,150,50,Weather
405,2022-11-02,Turkana,Turkana West,Sub Location Village Unit,540,0,2020 To 2022,Drought,Resource-Based Conflict,Fires,151,2020 To 2022,Drought,Banditry,Animal Disease,0,2020 To 2022,Other,Other,Drought,Resource-Based Conflict,Resource-Based Conflict,30,Kenya,Turkana West,Have Not Found Assistance,Wanted Or Needed To Rejoin Family,Pastoralism,289,Farming,108,Trade,57,Safety And Security,Ethnic Conflicts,Environmental Challenges,Malaria,Pneumonia,Diarrhea,2,50,50,75,25,Yes,28,17,Lack Of Security
406,2022-10-31,Turkana,Turkana West,Sub Location Village Unit,800,50,Before 2020,Drought,Resource-Based Conflict,Ethnic Clashes,400,Before 2020,Drought,Banditry,Animal Disease,100,Before 2020,South Sudan,Other,Ethnic Clashes,Resource-Based Conflict,Ethnic Clashes,50,Uganda,Other,Wanted Or Needed To Rejoin Family,Have Not Found Assistance,Pastoralism,600,Trade,100,Other,50,Ethnic Conflicts,Resource Based Conflict,Loss Of Livelihood,Malaria,Pneumonia,Typhoid,4,38,38,75,75,Yes,1589,100,Weather
407,2022-10-31,Turkana,Turkana Central,Sub Location Village Unit,2712,55,2020 To 2022,Drought,Resource-Based Conflict,Flash Floods Or Seasonal Floods,25,2020 To 2022,Drought,Lack Of Water And Pasture,Lack Of Water And Pasture,75,2020 To 2022,Kenya,Kwanza,Resource-Based Conflict,Resource-Based Conflict,Ethnic Clashes,80,Kenya,Turkana West,Wanted Or Needed To Rejoin Family,Resource-Based Conflict,Trade,1500,Pastoralism,1000,Employment (Includes Public And Private Sectors),200,Lack Of Food And Water,Loss Of Livelihood,Environmental Challenges,Typhoid,Malaria,No Additional Challenge,1,38,10,25,25,Yes,3000,1000,Lack Of Basic Services Water Electricity Etc
408,2022-11-03,Turkana,Turkana West,Sub Location Village Unit,1019,300,2020 To 2022,Drought,Resource-Based Conflict,Flash Floods Or Seasonal Floods,180,2020 To 2022,Drought,Lack Of Water And Pasture,Lack Of Water And Pasture,220,2020 To 2022,Kenya,Turkana West,Drought,Resource-Based Conflict,Resource-Based Conflict,30,Kenya,Turkana West,Wanted Or Needed To Rejoin Family,Resource-Based Conflict,Other,800,Pastoralism,180,Trade,29,Environmental Challenges,Loss Of Livelihood,Lack Of Food And Water,Malaria,Injury,No Additional Challenge,1,50,50,25,25,Yes,350,50,Weather
409,2022-10-31,Turkana,Turkana West,Sub Location Village Unit,400,100,2020 To 2022,Drought,Resource-Based Conflict,Resource-Based Conflict,30,2020 To 2022,Drought,Banditry,Animal Disease,50,2020 To 2022,Kenya,Turkana West,Drought,Resource-Based Conflict,Resource-Based Conflict,20,Kenya,Turkana West,Have Not Found Assistance,Wanted Or Needed To Rejoin Family,Pastoralism,400,Other,200,Trade,5,Safety And Security,Resource Based Conflict,Lack Of Food And Water,Malaria,Pneumonia,Diarrhea,2,50,38,25,25,No,0,0,Weather
410,2022-11-02,Turkana,Turkana North,Sub Location Village Unit,800,30,2020 To 2022,Drought,Resource-Based Conflict,Resource-Based Conflict,200,2020 To 2022,Drought,Animal Disease,Lack Of Water And Pasture,20,2020 To 2022,Kenya,Turkana North,Ethnic Clashes,Resource-Based Conflict,Flash Floods Or Seasonal Floods,40,Kenya,Turkana North,Have Not Found Assistance,Wanted Or Needed To Rejoin Family,Other,700,Pastoralism,100,Trade,20,Environmental Challenges,Lack Of Food And Water,Loss Of Livelihood,Malaria,Pneumonia,Acute Malnutrition,1,50,10,25,25,Yes,120,25,Weather
411,2022-11-01,Turkana,Turkana North,Sub Location Village Unit,1373,140,2020 To 2022,Drought,Resource-Based Conflict,Flash Floods Or Seasonal Floods,100,2020 To 2022,Drought,Lack Of Water And Pasture,Banditry,0,2020 To 2022,Other,Other,Drought,Resource-Based Conflict,Resource-Based Conflict,50,Kenya,Kibish,Have Not Found Assistance,Resource-Based Conflict,Pastoralism,850,Farming,60,Trade,100,Lack Of Food And Water,Loss Of Livelihood,Lack Of Access To Essential Services,Acute Malnutrition,Other,No Additional Challenge,1,50,50,50,50,Yes,7,5,Lack Of Basic Services Water Electricity Etc
412,2022-11-03,Turkana,Turkana North,Sub Location Village Unit,1279,52,2020 To 2022,Drought,Resource-Based Conflict,Resource-Based Conflict,131,2020 To 2022,Drought,Banditry,Lack Of Water And Pasture,5,2020 To 2022,Kenya,Dadaab,Resource-Based Conflict,Ethnic Clashes,Drought,89,Kenya,Turkana North,Have Not Found Assistance,Wanted Or Needed To Rejoin Family,Pastoralism,940,Trade,68,Employment (Includes Public And Private Sectors),8,Lack Of Food And Water,Resource Based Conflict,Environmental Challenges,Acute Malnutrition,Malaria,No Additional Challenge,3,50,50,25,25,Yes,18,10,Lack Of Basic Services Water Electricity Etc
413,2022-10-31,Turkana,Loima,Sub Location Village Unit,1667,33,2020 To 2022,Drought,Resource-Based Conflict,Resource-Based Conflict,50,2020 To 2022,Drought,Animal Disease,Lack Of Water And Pasture,10,2020 To 2022,Kenya,Loima,Drought,Resource-Based Conflict,Flash Floods Or Seasonal Floods,50,Kenya,Loima,Have Not Found Assistance,Flash Floods Or Seasonal Floods,Agro Pastoralism,1166,Other,300,Trade,133,Environmental Challenges,Lack Of Food And Water,Loss Of Livelihood,Malaria,Pneumonia,Tuberculosis,6,50,10,25,75,Yes,2240,22,Weather
414,2022-11-03,Turkana,Turkana East,Sub Location Village Unit,1476,12,Before 2020,Drought,Resource-Based Conflict,Ethnic Clashes,7,Before 2020,Lack Of Water And Pasture,Banditry,Drought,5,Before 2020,Kenya,Samburu/North,Drought,Resource-Based Conflict,Ethnic Clashes,0,Other,Other,Have Not Found Assistance,Wanted Or Needed To Rejoin Family,Pastoralism,55,Trade,3,Other,24,Environmental Challenges,Safety And Security,Lack Of Food And Water,Malaria,Pneumonia,Diarrhea,1,50,50,25,25,Yes,0,0,Lack Of Privacy
415,2022-10-28,Turkana,Turkana South,Sub Location Village Unit,556,27,2020 To 2022,Ethnic Clashes,Drought,Resource-Based Conflict,12,Before 2020,Drought,Animal Disease,Banditry,283,2020 To 2022,Kenya,Turkana South,Drought,Resource-Based Conflict,Ethnic Clashes,5,Kenya,Cherangany,Have Not Found Assistance,Wanted Or Needed To Rejoin Family,Pastoralism,327,Other,113,Trade,51,Safety And Security,Ethnic Conflicts,Resource Based Conflict,Malaria,Pneumonia,Diarrhea,5,38,38,75,50,Yes,112,21,Lack Of Security
416,2022-10-31,Turkana,Turkana South,Sub Location Village Unit,1511,70,2020 To 2022,Drought,Resource-Based Conflict,Resource-Based Conflict,654,Before 2020,Drought,Animal Disease,Banditry,216,2020 To 2022,Kenya,Turkana South,Resource-Based Conflict,Drought,Resource-Based Conflict,212,Kenya,Cherangany,Have Not Found Assistance,Resource-Based Conflict,Pastoralism,645,Agro Pastoralism,377,Farming,189,Safety And Security,Ethnic Conflicts,Resource Based Conflict,Malaria,Typhoid,Acute Malnutrition,2,50,10,50,50,Yes,719,241,Weather
417,2022-11-04,Turkana,Turkana West,Sub Location Village Unit,599,135,2020 To 2022,Drought,Resource-Based Conflict,Flash Floods Or Seasonal Floods,44,2020 To 2022,Drought,Banditry,Animal Disease,0,2020 To 2022,Other,Other,Drought,Resource-Based Conflict,Ethnic Clashes,96,Kenya,Turkana West,Have Not Found Assistance,Have Not Found Assistance,Other,234,Pastoralism,112,Trade,49,Lack Of Food And Water,Loss Of Livelihood,No Additional Challenge,Malaria,Pneumonia,Injury,4,50,50,75,25,Yes,61,32,Lack Of Security
418,2022-11-04,Turkana,Turkana East,Sub Location Village Unit,1267,900,2020 To 2022,Drought,Ethnic Clashes,Resource-Based Conflict,515,2020 To 2022,Banditry,Lack Of Water And Pasture,Drought,73,2020 To 2022,Kenya,Turkana East,Drought,Flash Floods Or Seasonal Floods,Ethnic Clashes,126,Kenya,Turkana East,Have Not Found Assistance,Wanted Or Needed To Rejoin Family,Pastoralism,752,Other,300,Trade,215,Safety And Security,Environmental Challenges,Ethnic Conflicts,Malaria,Pneumonia,Diarrhea,1,10,50,50,50,Yes,325,50,Weather
419,2022-11-04,Turkana,Turkana South,Sub Location Village Unit,5034,111,2020 To 2022,Drought,Resource-Based Conflict,Resource-Based Conflict,126,2020 To 2022,Drought,Lack Of Water And Pasture,Banditry,54,2020 To 2022,Uganda,Other,Drought,Resource-Based Conflict,Ethnic Clashes,15,Kenya,Cherangany,Have Returned With Assistance,Have Not Found Assistance,Agro Pastoralism,3700,Pastoralism,1000,Farming,324,Environmental Challenges,Lack Of Food And Water,No Additional Challenge,Malaria,Acute Malnutrition,No Additional Challenge,1,50,10,50,25,Yes,130,100,Land And Property Issues
420,2022-11-04,Turkana,Turkana East,Urban Settlement Or Town,706,450,Before 2020,Drought,Resource-Based Conflict,Ethnic Clashes,600,2020 To 2022,Drought,Lack Of Water And Pasture,Banditry,215,2020 To 2022,Kenya,Turkana South,Drought,Ethnic Clashes,Resource-Based Conflict,236,Kenya,Baringo/South,Have Not Found Assistance,Wanted Or Needed To Rejoin Family,Employment (Includes Public And Private Sectors),129,Trade,56,Other,345,Environmental Challenges,Ethnic Conflicts,Safety And Security,Diarrhea,Malaria,Pneumonia,1,10,10,25,25,Yes,89,39,Lack Of Security
421,2022-10-31,Turkana,Loima,Sub Location Village Unit,756,14,Before 2020,Drought,Ethnic Clashes,Fires,154,2020 To 2022,Drought,Animal Disease,Lack Of Water And Pasture,96,2020 To 2022,Kenya,Turkana South,Drought,Resource-Based Conflict,Resource-Based Conflict,123,Kenya,Loima,Have Not Found Assistance,Wanted Or Needed To Rejoin Family,Agro Pastoralism,343,Farming,121,Pastoralism,102,Environmental Challenges,Lack Of Food And Water,Loss Of Livelihood,Malaria,Pneumonia,No Additional Challenge,4,50,26,25,50,Yes,257,10,Weather
422,2022-11-02,Turkana,Turkana South,Sub Location Village Unit,2659,20,2020 To 2022,Drought,Resource-Based Conflict,Resource-Based Conflict,1123,2020 To 2022,Drought,Animal Disease,Banditry,30,2020 To 2022,Kenya,Endebess,Drought,Resource-Based Conflict,Resource-Based Conflict,830,Kenya,Turkana South,Have Not Found Assistance,Wanted Or Needed To Rejoin Family,Pastoralism,2060,Trade,300,Other,50,Environmental Challenges,Safety And Security,Lack Of Food And Water,Malaria,Pneumonia,Diarrhea,6,50,38,25,25,Yes,7249,202,Weather
423,2022-10-31,Turkana,Turkana Central,Sub Location Village Unit,12140,300,2020 To 2022,Drought,Resource-Based Conflict,Drought,1005,2020 To 2022,Drought,Lack Of Water And Pasture,Lack Of Water And Pasture,55,2020 To 2022,Kenya,Cherangany,Ethnic Clashes,Resource-Based Conflict,Resource-Based Conflict,31,Kenya,Turkana Central,Have Not Found Assistance,Wanted Or Needed To Rejoin Family,Pastoralism,9000,Trade,450,Other,300,Lack Of Food And Water,Loss Of Livelihood,Environmental Challenges,Malaria,Pneumonia,Diarrhea,1,50,10,25,50,Yes,3500,700,Lack Of Basic Services Water Electricity Etc
424,2022-11-04,Turkana,Turkana West,Sub Location Village Unit,1586,56,Before 2020,Drought,Drought,Resource-Based Conflict,78,Before 2020,Drought,Banditry,Animal Disease,14,Before 2020,Kenya,Turkana West,Drought,Resource-Based Conflict,Resource-Based Conflict,7,Kenya,Turkana West,Wanted Or Needed To Rejoin Family,Resource-Based Conflict,Pastoralism,1000,Other,400,Trade,25,Lack Of Food And Water,Environmental Challenges,Loss Of Livelihood,Malaria,Other,Acute Malnutrition,2,10,50,75,75,Yes,0,4,Weather
425,2022-11-04,Turkana,Loima,Sub Location Village Unit,800,10,Before 2020,Drought,Drought,Resource-Based Conflict,50,Before 2020,Drought,Resource-Based Conflict,Animal Disease,151,Before 2020,Uganda,Other,Drought,Resource-Based Conflict,Ethnic Clashes,50,Uganda,Other,Wanted Or Needed To Rejoin Family,Resource-Based Conflict,Pastoralism,600,Farming,100,Trade,50,Lack Of Food And Water,Environmental Challenges,Safety And Security,Malaria,Pneumonia,Diarrhea,2,10,50,25,25,Yes,230,20,Lack Of Basic Services Water Electricity Etc
426,2022-11-04,Turkana,Loima,Sub Location Village Unit,520,5,Before 2020,Drought,Resource-Based Conflict,Resource-Based Conflict,297,Before 2020,Drought,Lack Of Water And Pasture,Animal Disease,391,Before 2020,Kenya,Loima,Drought,Resource-Based Conflict,Flash Floods Or Seasonal Floods,110,Kenya,Loima,Have Not Found Assistance,Wanted Or Needed To Rejoin Family,Pastoralism,493,Trade,10,Other,17,Lack Of Food And Water,Loss Of Livelihood,Environmental Challenges,Malaria,Pneumonia,Diarrhea,2,50,50,100,25,Yes,234,30,Weather
427,2022-11-04,Turkana,Turkana East,Sub Location Village Unit,391,150,2020 To 2022,Drought,Resource-Based Conflict,Ethnic Clashes,245,2020 To 2022,Drought,Lack Of Water And Pasture,Banditry,190,2020 To 2022,Kenya,Samburu/North,Drought,Resource-Based Conflict,Ethnic Clashes,208,Kenya,Samburu/North,Have Not Found Assistance,Wanted Or Needed To Rejoin Family,Pastoralism,39,Trade,15,Employment (Includes Public And Private Sectors),10,Environmental Challenges,Safety And Security,Ethnic Conflicts,Malaria,Pneumonia,Diarrhea,0,50,50,25,25,Yes,34,58,Lack Of Security
428,2022-11-04,Turkana,Turkana East,Sub Location Village Unit,514,45,Before 2020,Drought,Ethnic Clashes,Resource-Based Conflict,115,2020 To 2022,Drought,Lack Of Water And Pasture,Banditry,25,2020 To 2022,Kenya,Turkana East,Drought,Ethnic Clashes,Resource-Based Conflict,15,Kenya,Turkana East,Have Not Found Assistance,Resource-Based Conflict,Pastoralism,315,Trade,126,Other,50,Environmental Challenges,Safety And Security,Ethnic Conflicts,Malaria,Pneumonia,Diarrhea,0,50,50,25,25,Yes,34,73,Lack Of Security
429,2022-11-04,Turkana,Loima,Sub Location Village Unit,300,5,2020 To 2022,Drought,Resource-Based Conflict,Fires,102,Before 2020,Drought,Animal Disease,Resource-Based Conflict,0,2020 To 2022,Other,Other,Drought,Ethnic Clashes,Flash Floods Or Seasonal Floods,125,Uganda,Other,Wanted Or Needed To Rejoin Family,Resource-Based Conflict,Pastoralism,100,Agro Pastoralism,130,Farming,250,Lack Of Food And Water,No Additional Challenge,No Additional Challenge,Malaria,Pneumonia,Scabies,1,50,50,25,25,Yes,267,12,Lack Of Basic Services Water Electricity Etc
430,2022-11-03,Turkana,Loima,Sub Location Village Unit,220,0,2020 To 2022,Drought,Resource-Based Conflict,Flash Floods Or Seasonal Floods,20,2020 To 2022,Drought,Banditry,Resource-Based Conflict,0,2020 To 2022,Other,Other,Drought,Resource-Based Conflict,Resource-Based Conflict,15,Uganda,Other,Have Not Found Assistance,Resource-Based Conflict,Pastoralism,150,Agro Pastoralism,20,Trade,20,Environmental Challenges,Lack Of Food And Water,Lack Of Access To Essential Services,Injury,Diarrhea,Pneumonia,1,26,38,50,75,Yes,25,215,Lack Of Basic Services Water Electricity Etc
431,2022-11-03,Turkana,Turkana North,Sub Location Village Unit,753,16,2020 To 2022,Drought,Resource-Based Conflict,Ethnic Clashes,155,2020 To 2022,Drought,Lack Of Water And Pasture,Animal Disease,0,2020 To 2022,Other,Other,Drought,Resource-Based Conflict,Flash Floods Or Seasonal Floods,50,Kenya,Kiminini,Have Not Found Assistance,Fires,Pastoralism,535,Farming,50,Other,0,Lack Of Food And Water,Loss Of Livelihood,No Additional Challenge,Malaria,Acute Malnutrition,No Additional Challenge,10,26,26,75,75,Yes,30,10,Weather
432,2022-11-05,Turkana,Loima,Sub Location Village Unit,400,0,2020 To 2022,Drought,Resource-Based Conflict,Flash Floods Or Seasonal Floods,30,Before 2020,Drought,Animal Disease,Lack Of Water And Pasture,30,2020 To 2022,Uganda,Other,Drought,Resource-Based Conflict,Flash Floods Or Seasonal Floods,10,Uganda,Other,Wanted Or Needed To Rejoin Family,Have Not Found Assistance,Pastoralism,350,Trade,30,Agro Pastoralism,150,Lack Of Food And Water,No Additional Challenge,No Additional Challenge,Malaria,Pneumonia,Diarrhea,3,50,50,25,25,Yes,185,50,Weather
433,2022-11-02,Turkana,Turkana West,Sub Location Village Unit,1000,400,2020 To 2022,Drought,Resource-Based Conflict,Ethnic Clashes,200,2020 To 2022,Lack Of Water And Pasture,Drought,Banditry,150,2020 To 2022,Kenya,Turkana West,Drought,Ethnic Clashes,Flash Floods Or Seasonal Floods,120,Kenya,Turkana West,Have Not Found Assistance,Resource-Based Conflict,Pastoralism,800,Trade,400,Other,500,Environmental Challenges,Lack Of Food And Water,Loss Of Livelihood,Malaria,Pneumonia,Diarrhea,2,50,26,50,50,No,620,70,Weather
434,2022-11-05,Turkana,Turkana East,Sub Location Village Unit,630,600,2020 To 2022,Drought,Resource-Based Conflict,Ethnic Clashes,560,2020 To 2022,Drought,Lack Of Water And Pasture,Banditry,259,2020 To 2022,Kenya,Samburu/North,Drought,Ethnic Clashes,Resource-Based Conflict,450,Kenya,Samburu/North,Have Not Found Assistance,Resource-Based Conflict,Employment (Includes Public And Private Sectors),19,Trade,67,Pastoralism,16,Environmental Challenges,Safety And Security,Ethnic Conflicts,Malaria,Pneumonia,Diarrhea,2,10,10,25,25,Yes,56,180,Lack Of Security
435,2022-11-04,Turkana,Turkana Central,Sub Location Village Unit,2650,102,Before 2020,Drought,Resource-Based Conflict,Flash Floods Or Seasonal Floods,302,Before 2020,Drought,Animal Disease,Lack Of Water And Pasture,213,Before 2020,Kenya,Turkana Central,Drought,Resource-Based Conflict,Ethnic Clashes,195,Kenya,Turkana Central,Have Not Found Assistance,Resource-Based Conflict,Pastoralism,632,Trade,990,Other,1532,Environmental Challenges,Safety And Security,Ethnic Conflicts,Malaria,Injury,Typhoid,1,50,50,25,25,Yes,4002,2023,Weather
436,2022-10-31,Turkana,Turkana West,Sub Location Village Unit,643,21,2020 To 2022,Drought,Resource-Based Conflict,Flash Floods Or Seasonal Floods,153,Before 2020,Drought,Banditry,Lack Of Water And Pasture,14,Before 2020,Kenya,Turkana West,Drought,Flash Floods Or Seasonal Floods,Flash Floods Or Seasonal Floods,3,Kenya,Turkana West,Wanted Or Needed To Rejoin Family,Have Not Found Assistance,Pastoralism,579,Trade,30,Agro Pastoralism,34,Environmental Challenges,Safety And Security,Lack Of Food And Water,Malaria,Diarrhea,Acute Malnutrition,1,50,50,25,25,Yes,15,29,Weather
437,2022-11-05,Turkana,Loima,Sub Location Village Unit,694,11,Before 2020,Drought,Resource-Based Conflict,Fires,100,2020 To 2022,Drought,Animal Disease,Lack Of Water And Pasture,150,2020 To 2022,Uganda,Other,Drought,Resource-Based Conflict,Flash Floods Or Seasonal Floods,20,Uganda,Other,Wanted Or Needed To Rejoin Family,Resource-Based Conflict,Pastoralism,650,Agro Pastoralism,560,Farming,120,Environmental Challenges,Lack Of Food And Water,No Additional Challenge,Malaria,Pneumonia,Acute Malnutrition,2,50,50,25,25,Yes,261,20,Lack Of Basic Services Water Electricity Etc
